"ID","np","place","feature","type","is_natural","indig_or_wstrn","is_oipn","for_apeople","is_transl","class","erasure","problem","derog","prob_col"
1246,"Grand Canyon","Andrus Canyon","Point of Interest or geologic formation","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1247,"Grand Canyon","Apache Point","Point of Interest or geologic formation","Indigenous reference","Natural","Indigenous","no","yes",NA,"People","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","No info - not likely, no evidence","#39568CFF"
1248,"Grand Canyon","Atoko Point","Point of Interest or geologic formation","Indigenous reference","Natural","Indigenous","unclear","no",NA,"Animal","No information","Western use of Indigenous name","No info - not likely, no evidence","#39568CFF"
1249,"Grand Canyon","Aztec Amphitheater","Point of Interest or geologic formation","Indigenous reference","Natural","Indigenous","no","no",NA,"People","Potentially - probably had IPN","Western use of Indigenous name","No info - not likely, no evidence","#39568CFF"
1250,"Grand Canyon","Bright Angel Canyon","Point of Interest or geologic formation","Mythology","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1251,"Grand Canyon","Bright Angel Creek","River","Mythology","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1252,"Grand Canyon","Bright Angel Point","Point of Interest or geologic formation","Mythology","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1253,"Grand Canyon","Burnt Springs Canyon","Point of Interest or geologic formation","Natural feature","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1254,"Grand Canyon","Cape Royal","Point of Interest or geologic formation","Other Western reference","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1255,"Grand Canyon","Cape Solitude","Point of Interest or geologic formation","Other Western reference","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1256,"Grand Canyon","Cardenas Butte","Point of Interest or geologic formation","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Named for person who directly or used power to perpetrate violence against a group","No info - not likely, no evidence","#FDE725FF"
1257,"Grand Canyon","Chikapanagi Point","Point of Interest or geologic formation","Person","Natural","Indigenous","no","yes",NA,"Person","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","No info - not likely, no evidence","#39568CFF"
1258,"Grand Canyon","Colorado River","River","Other Western reference","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1259,"Grand Canyon","Comanche Point","Point of Interest or geologic formation","Indigenous reference","Natural","Indigenous","no","yes",NA,"People","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","No info - not likely, no evidence","#39568CFF"
1260,"Grand Canyon","Crystal Creek","River","Mineral","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1261,"Grand Canyon","Desert View Visitor Center","Visitor Center","Other Western reference","Human-constructed","Western","NA - WPN","NA - WPN","No","Other","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1262,"Grand Canyon","Diamond Creek","River","Mineral","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1263,"Grand Canyon","Diana Temple","Point of Interest or geologic formation","Mythology","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1264,"Grand Canyon","Fossil Bay","Bay","Mineral","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1265,"Grand Canyon","Grand Canyon Village","Village","Other Western reference","Human-constructed","Western","NA - WPN","NA - WPN","No","Other","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1266,"Grand Canyon","Grand Wash Cliffs","Point of Interest or geologic formation","Natural feature","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1267,"Grand Canyon","Grandview Point","Point of Interest or geologic formation","Other Western reference","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1268,"Grand Canyon","Granite Gorge","Point of Interest or geologic formation","Mineral","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1269,"Grand Canyon","Granite Narrows","Point of Interest or geologic formation","Mineral","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1270,"Grand Canyon","Granite Park Canyon","Point of Interest or geologic formation","Mineral","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1271,"Grand Canyon","Great Thumb Mesa","Point of Interest or geologic formation","Shape","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1272,"Grand Canyon","Great Thumb Point","Point of Interest or geologic formation","Shape","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1273,"Grand Canyon","Havasupai Point","Point of Interest or geologic formation","Indigenous reference","Natural","Indigenous","no","yes",NA,"People","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","No info - not likely, no evidence","#39568CFF"
1274,"Grand Canyon","Hermits Rest","Cultural heritage (Western)","Person","Human-constructed","Western","NA - WPN","NA - WPN","No","Person","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1275,"Grand Canyon","Holy Grail Temple","Point of Interest or geologic formation","Mythology","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1276,"Grand Canyon","Hopi Point","Point of Interest or geologic formation","Indigenous reference","Natural","Indigenous","no","yes",NA,"People","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","No info - not likely, no evidence","#39568CFF"
1277,"Grand Canyon","Horseshoe Mesa","Point of Interest or geologic formation","Other Western reference","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1278,"Grand Canyon","Isis Temple","Point of Interest or geologic formation","Mythology","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1279,"Grand Canyon","Juno Temple","Point of Interest or geologic formation","Mythology","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1280,"Grand Canyon","Kaibab Plateau","Point of Interest or geologic formation","Indigenous reference","Natural","Indigenous","yes","no",NA,"Place","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1281,"Grand Canyon","Kanab Canyon","Point of Interest or geologic formation","Indigenous reference","Natural","Indigenous","unclear","no",NA,"Plant","No information","Western use of Indigenous name","No info - not likely, no evidence","#39568CFF"
1282,"Grand Canyon","Kanab Creek","River","Indigenous reference","Natural","Indigenous","unclear","no",NA,"Plant","No information","Western use of Indigenous name","No info - not likely, no evidence","#39568CFF"
1283,"Grand Canyon","Kwagunt Creek","River","Indigenous reference","Natural","Indigenous","no","yes",NA,"Person","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","No info - not likely, no evidence","#39568CFF"
1284,"Grand Canyon","Lower Granite Gorge","Point of Interest or geologic formation","Mineral","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1285,"Grand Canyon","Marble Canyon","Point of Interest or geologic formation","Mineral","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1286,"Grand Canyon","Middle Granite Gorge","Point of Interest or geologic formation","Mineral","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1287,"Grand Canyon","Mohawk Canyon","Point of Interest or geologic formation","Indigenous reference","Natural","Indigenous","no","no",NA,"People","Potentially - probably had IPN","Western use of Indigenous name","No info - not likely, no evidence","#39568CFF"
1288,"Grand Canyon","Mount Emma","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1289,"Grand Canyon","Mount Sinyala","Point of Interest or geologic formation","Indigenous reference","Natural","Indigenous","no","yes",NA,"Person","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","No info - not likely, no evidence","#39568CFF"
1290,"Grand Canyon","Mt. Huethawali Point","Point of Interest or geologic formation","Indigenous reference","Natural","Indigenous","yes","no",NA,"Object","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1291,"Grand Canyon","Muav Canyon","Point of Interest or geologic formation","Natural feature","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1292,"Grand Canyon","Nankoweap Creek","River","Indigenous reference","Natural","Indigenous","unclear","no",NA,"Other","No information","Western use of Indigenous name","No info - not likely, no evidence","#39568CFF"
1293,"Grand Canyon","National Canyon","Point of Interest or geologic formation","Other Western reference","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1294,"Grand Canyon","Navajo Bridge","Infrastructure","Indigenous reference","Human-constructed","Indigenous","no","yes",NA,"People","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","Potentially - no evidence but justification of potential to feel like a swear word","#39568CFF"
1295,"Grand Canyon","North Rim Store Area","Campground","Other Western reference","Human-constructed","Western","NA - WPN","NA - WPN","No","Other","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1296,"Grand Canyon","North Rim Visitor Center","Visitor Center","Other Western reference","Human-constructed","Western","NA - WPN","NA - WPN","No","Other","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1297,"Grand Canyon","Paria River","River","Indigenous reference","Natural","Indigenous","yes","no",NA,"Place","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1298,"Grand Canyon","Phantom Ranch","Lodge","Other Western reference","Human-constructed","Western","NA - WPN","NA - WPN","No","Other","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1299,"Grand Canyon","Point Imperial","Point of Interest or geologic formation","Other Western reference","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1300,"Grand Canyon","Point Sublime","Point of Interest or geologic formation","Other Western reference","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1301,"Grand Canyon","Powell Point","Point of Interest or geologic formation","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1302,"Grand Canyon","SB Canyon","Point of Interest or geologic formation","Other Western reference","Natural","Western","NA - WPN","NA - WPN","No",NA,"Potentially - probably had IPN","No information - cannot find explanation","No info - not likely, no evidence","#482677FF"
1303,"Grand Canyon","SB Point","Point of Interest or geologic formation","Other Western reference","Natural","Western","NA - WPN","NA - WPN","No",NA,"Potentially - probably had IPN","No information - cannot find explanation","No info - not likely, no evidence","#482677FF"
1304,"Grand Canyon","Shinumo Creek","River","Indigenous reference","Natural","Indigenous","unclear","yes",NA,"People","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","No info - not likely, no evidence","#39568CFF"
1305,"Grand Canyon","Shivwits Plateau","Point of Interest or geologic formation","Indigenous reference","Natural","Indigenous","no","yes",NA,"People","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","No info - not likely, no evidence","#39568CFF"
1306,"Grand Canyon","Siegfried Pyre","Point of Interest or geologic formation","Mythology","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1307,"Grand Canyon","Snap Plateau","Point of Interest or geologic formation","Unknown","Natural","Western","NA - WPN","NA - WPN",NA,NA,"Potentially - probably had IPN","No information - cannot find explanation","No info - not likely, no evidence","#482677FF"
1308,"Grand Canyon","Snap Point","Point of Interest or geologic formation","Unknown","Natural","Western","NA - WPN","NA - WPN",NA,NA,"Potentially - probably had IPN","No information - cannot find explanation","No info - not likely, no evidence","#482677FF"
1309,"Grand Canyon","South Canyon","Point of Interest or geologic formation","Other Western reference","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1310,"Grand Canyon","Surprise Canyon","Point of Interest or geologic formation","Other Western reference","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1311,"Grand Canyon","Swamp Point","Point of Interest or geologic formation","Natural feature","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1312,"Grand Canyon","Tapeats Creek","River","Person","Natural","Indigenous","no","yes",NA,"Person","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","No info - not likely, no evidence","#39568CFF"
1313,"Grand Canyon","Temple Butte","Point of Interest or geologic formation","Mythology","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1314,"Grand Canyon","The Dome","Point of Interest or geologic formation","Shape","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1315,"Grand Canyon","Toroweap Overlook","Campground","Indigenous reference","Human-constructed","Indigenous","no","no",NA,"Place","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","No info - not likely, no evidence","#39568CFF"
1316,"Grand Canyon","Toroweap Valley","Point of Interest or geologic formation","Indigenous reference","Natural","Indigenous","yes","no",NA,"Place","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1317,"Grand Canyon","Tower of Ra","Point of Interest or geologic formation","Mythology","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1318,"Grand Canyon","Tuckup Canyon","Point of Interest or geologic formation","Unknown","Natural","Western","NA - WPN","NA - WPN",NA,NA,"Potentially - probably had IPN","No information - cannot find explanation","No info - not likely, no evidence","#482677FF"
1319,"Grand Canyon","Tusayan Museum and Ruin","Cultural heritage (Indigenous)","Indigenous reference","Human-constructed","Indigenous","no","no",NA,"Place","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","Potentially - no evidence but justification of potential to feel like a swear word","#39568CFF"
1320,"Grand Canyon","Tuweep","Ranger Station","Indigenous reference","Human-constructed","Indigenous","no","no",NA,"Place","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","No info - not likely, no evidence","#39568CFF"
1321,"Grand Canyon","Venus Temple","Point of Interest or geologic formation","Mythology","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1322,"Grand Canyon","Vishnu Temple","Point of Interest or geologic formation","Mythology","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1323,"Grand Canyon","Vulcans Throne","Point of Interest or geologic formation","Mythology","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1324,"Grand Canyon","Walhalla Plateau","Point of Interest or geologic formation","Mythology","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1325,"Grand Canyon","Whitmore Wash","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence","#1F968BFF"
1326,"Grand Canyon","Wotans Throne","Point of Interest or geologic formation","Mythology","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1327,"Grand Canyon","Zoroaster Temple","Point of Interest or geologic formation","Mythology","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1328,"Great Smoky Mountains","Abrams Creek","River","Person","Natural","Indigenous","no","yes",NA,"Person","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","No info - not likely, no evidence","#39568CFF"
1329,"Great Smoky Mountains","Andrews Bald","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence","#1F968BFF"
1330,"Great Smoky Mountains","The Appalachian Highlands Science Learning Center is part of a network of what will be 32 research learning centers supporting research and education about science in our national parks. Appalachian is an indigenous-origin word for the Appalachee people, who were absorbed into other groups after the population declined after Spanish arrival, descendants are alive today. https://en.wikipedia.org/wiki/Narv%C3%A1ez_expedition#Apalachee -- Not Western Use becuase Appalachian has become naturalized into American English.","Point of Interest or geologic formation","Other","Human-constructed","Indigenous","no","yes","No","Other","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","Potentially - no evidence but justification of potential to feel like a swear word","#39568CFF"
1331,"Great Smoky Mountains","Appalachian Trail","Trail","Indigenous reference","Human-constructed","Indigenous","no","yes","No","Place","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","Potentially - no evidence but justification of potential to feel like a swear word","#440154FF"
1332,"Great Smoky Mountains","Balsam Mountain","Mountain","Plant","Natural","Western","NA - WPN","NA - WPN","No","Plant","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1333,"Great Smoky Mountains","Balsam Mountain","Visitor Center","Plant","Human-constructed","Western","NA - WPN","NA - WPN","No","Plant","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1334,"Great Smoky Mountains","Big Creek","River","Shape","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1335,"Great Smoky Mountains","Black Camp Gap","Point of Interest or geologic formation","Other","Natural","Western","NA - WPN","NA - WPN","No","Act","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1336,"Great Smoky Mountains","Bradley Fork","River","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence","#1F968BFF"
1337,"Great Smoky Mountains","Cable Mill","Cultural heritage (Western)","Person","Human-constructed","Western","NA - WPN","NA - WPN","No","Person","Not erasure - evidence it is an original IPN | settler-built WPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence","#1F968BFF"
1338,"Great Smoky Mountains","Cades Cove","Visitor Center","Person","Human-constructed","Indigenous","no","yes",NA,"Person","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","Potentially - no evidence but justification of potential to feel like a swear word","#39568CFF"
1339,"Great Smoky Mountains","Cataloochee","Ranger Station","Indigenous reference","Human-constructed","Indigenous","Built but based on oIPN","no",NA,"Other","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","No info - not likely, no evidence","#39568CFF"
1340,"Great Smoky Mountains","Cataloochee Creek","River","Indigenous reference","Natural","Indigenous","yes","no",NA,"Other","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1341,"Great Smoky Mountains","Charlies Bunion","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1342,"Great Smoky Mountains","Chilhowee","Point of Interest or geologic formation","Indigenous reference","Human-constructed","Indigenous","Built but based on oIPN","no",NA,"Place","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","No info - not likely, no evidence","#39568CFF"
1343,"Great Smoky Mountains","Chimney Tops","Mountain","Shape","Natural","Western","NA - WPN","NA - WPN","No","Object","Yes - know IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1344,"Great Smoky Mountains","Clingmans Dome","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Yes - know IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1345,"Great Smoky Mountains","Clingmans Dome Visitor Center","Visitor Center","Person","Human-constructed","Western","NA - WPN","NA - WPN","No","Person","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1346,"Great Smoky Mountains","Cosby","Ranger Station","Person","Human-constructed","Western","NA - WPN","NA - WPN","No","Person","Not erasure - evidence it is an original IPN | settler-built WPN","Named for person who directly or used power to perpetrate violence against a group","No info - not likely, no evidence","#FDE725FF"
1347,"Great Smoky Mountains","Cosby Creek","River","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Named for person who directly or used power to perpetrate violence against a group","No info - not likely, no evidence","#FDE725FF"
1348,"Great Smoky Mountains","Deals Gap","Point of Interest or geologic formation","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence","#1F968BFF"
1349,"Great Smoky Mountains","Deep Creek","River","Shape","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1350,"Great Smoky Mountains","Deep Creek Ranger Station","Ranger Station","Natural feature","Human-constructed","Western","NA - WPN","NA - WPN","No","Other","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1351,"Great Smoky Mountains","Eagle Creek","River","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1352,"Great Smoky Mountains","Elkmont","Ranger Station","Animal","Human-constructed","Western","NA - WPN","NA - WPN","No","Animal","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1353,"Great Smoky Mountains","Fontana Dam","Point of Interest or geologic formation","Person","Human-constructed","Western","NA - WPN","NA - WPN","No","Other","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1354,"Great Smoky Mountains","Fontana Lake (reservoir)","Lake","Person","Human-constructed","Western","NA - WPN","NA - WPN","No","Other","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1355,"Great Smoky Mountains","Forney Creek","River","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Named for person who directly or used power to perpetrate violence against a group","No info - not likely, no evidence","#FDE725FF"
1356,"Great Smoky Mountains","Gatlinburg","Village","Person","Human-constructed","Western","NA - WPN","NA - WPN","No","Person","Not erasure - evidence it is an original IPN | settler-built WPN","Named after person who supported racist ideas (but non-violent, not in power)","No info - not likely, no evidence","#73D055FF"
1357,"Great Smoky Mountains","Great Smoky Mountains Institute at Tremont","Point of Interest or geologic formation","Other","Human-constructed","Western","NA - WPN","NA - WPN","No","Other","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1358,"Great Smoky Mountains","Greenbrier","Ranger Station","Plant","Human-constructed","Western","NA - WPN","NA - WPN","No","Plant","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1359,"Great Smoky Mountains","Gregory Bald","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Yes - know IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence","#1F968BFF"
1360,"Great Smoky Mountains","Hazel Creek","River","Plant","Natural","Western","NA - WPN","NA - WPN","No","Plant","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
